internal_id, planet_name                  , star_name                  , num_stars, num_planets, num_moons, is_circumbinary, discovery_method             , discovery_year, discovery_locale, discovery_facility                            , discovery_telescope                                        , discovery_instrument                      , orbital_period       , orbit_radius    , radius_earth, mass_earth   , planet_density, eccentricity, insolation_flux, planet_temp, has_transit_variations, spectral_type   , star_temp, star_radius, star_mass, star_metallicity, star_luminosity, star_gravity, star_age, ra_deg     , dec_deg    , distance_pc  , star_brightness
        329, GJ 687 c                     , GJ 687                     ,         1,           2,         0,               0, Radial Velocity              ,           2020, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       727.56200000000,     1.1650000000,   4.14000000,   16.00000000,       1.240000,     0.400000,                ,            ,                      0, M3.0V           ,   3413.00,    0.418300,  0.400000, 0.0631          , -1.67200       ,     4.859360,         , 264.1041731, 68.3336741 ,    4.54939000,       8.0275400
        330, GJ 720 A b                   , GJ 720 A                   ,         2,           1,         0,               0, Radial Velocity              ,           2021, Ground          , Roque de los Muchachos Observatory            , 3.58 m Telescopio Nazionale Galileo                        , HARPS-N Spectrograph                      ,        19.46600000000,     0.1190000000,   3.77000000,   13.64000000,       1.400000,     0.120000,                ,      401.00,                      0, M0.5 V          ,   3837.00,    0.560000,  0.570000, -0.1400         , -1.21700       ,     4.710000,         , 278.8294172, 45.7456038 ,   15.55750000,       9.1049600
        331, GJ 724 b                     , GJ 724                     ,         1,           1,         0,               0, Radial Velocity              ,           2023, Ground          , Calar Alto Observatory                        , 3.5 m telescope                                            , CARMENES                                  ,         5.10128400000,     0.0468500000,   3.27000000,   10.75000000,       1.690000,     0.577000,         23.3200,      611.00,                      0, M1.0 V          ,   3799.00,    0.522260,  0.527100, -0.0200         , -1.29090       ,     4.880000,         , 280.2383650, -13.3824997,   16.96580000,       9.7691500
        332, GJ 740 b                     , GJ 740                     ,         1,           1,         0,               0, Radial Velocity              ,           2021, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,         2.37756000000,     0.0290000000,   1.53000000,    2.96000000,       4.540000,     0.240000,         79.0000,      829.00,                      0, M1.0 V          ,   3913.00,    0.560000,  0.580000, 0.0800          , -1.20600       ,     4.680000,         , 284.4997178, 5.9028670  ,   11.10170000,       8.4563600
        333, GJ 806 b                     , GJ 806                     ,         1,           2,         0,               0, Transit                      ,           2023, Space           , Transiting Exoplanet Survey Satellite (TESS)  , 0.1 m TESS Telescope                                       , TESS CCD Array                            ,         0.92632370000,     0.0140600000,   1.33100000,    1.90000000,       4.400000,             ,        130.0000,      940.00,                      0, M1.5 V          ,   3600.00,    0.414400,  0.413000, -0.2800         , -1.58528       ,     4.980000,   5.0000, 311.2697002, 44.5002351 ,   12.04450000,       9.8246100
        334, GJ 806 c                     , GJ 806                     ,         1,           2,         0,               0, Radial Velocity              ,           2023, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,         6.64064000000,     0.0523000000,   2.28000000,    5.80000000,       2.690000,             ,          9.5000,      490.00,                      0, M1.5 V          ,   3600.00,    0.414400,  0.413000, -0.2800         , -1.58528       ,     4.980000,   5.0000, 311.2697002, 44.5002351 ,   12.04450000,       9.8246100
        335, GJ 832 b                     , GJ 832                     ,         1,           1,         0,               0, Radial Velocity              ,           2008, Ground          , Anglo-Australian Telescope                    , 3.9 m Anglo-Australian Telescope                           , UCLES Spectrograph                        ,      3853.00000000000,     3.7000000000,  13.80000000,  314.65012293,       0.658000,     0.050000,                ,            ,                      0, M2/3 V          ,   3472.00,    0.441557,  0.450000, -0.3000         , -1.58500       ,     4.789050,   8.1000, 323.3912616, -49.0125169,    4.96435000,       7.7376100
        336, GJ 849 b                     , GJ 849                     ,         1,           2,         0,               0, Radial Velocity              ,           2006, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,      1925.31000000000,     2.3200000000,  13.90000000,  283.82076745,       0.581000,     0.029000,                ,            ,                      0, M3.5            ,   3467.00,    0.450000,  0.450000, 0.0900          , -1.59000       ,     4.800000,   3.0000, 332.4229938, -4.6408317 ,    8.80058000,       9.2245000
        337, GJ 849 c                     , GJ 849                     ,         1,           2,         0,               0, Radial Velocity              ,           2014, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,      5990.00000000000,     4.9500000000,  13.80000000,  314.65012293,       0.658000,     0.092000,                ,            ,                      0, M3.5            ,   3467.00,    0.450000,  0.450000, 0.0900          , -1.59000       ,     4.800000,   3.0000, 332.4229938, -4.6408317 ,    8.80058000,       9.2245000
        338, GJ 86 b                      , GJ 86                      ,         2,           1,         0,               0, Radial Velocity              ,           1999, Ground          , La Silla Observatory                          , 1.2 m Leonhard Euler Telescope                             , CORALIE Spectrograph                      ,        15.76491000000,     0.1100000000,  12.90000000, 1404.80860000,       3.600000,     0.040000,                ,            ,                      0, K1V             ,   5182.00,    0.770000,  0.930000, -0.2200         , -0.38952       ,     4.630000,  11.3000,  32.6224785, -50.8209945,   10.78360000,       5.8851600
        339, GJ 876 b                     , GJ 876                     ,         1,           4,         0,               0, Radial Velocity              ,           1998, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        61.11660000000,     0.2083170000,  13.30000000,  723.22350000,       1.690000,     0.032400,                ,            ,                      0, M2.5V           ,   3293.74,    0.300000,  0.320000, 0.2129          , -1.90658       ,     4.871770,   1.0000, 343.3239737, -14.2665958,    4.67517000,       8.8753000
        340, GJ 876 c                     , GJ 876                     ,         1,           4,         0,               0, Radial Velocity              ,           2000, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        30.08810000000,     0.1295900000,  14.00000000,  226.98460000,       0.455000,     0.255910,                ,            ,                      0, M2.5V           ,   3293.74,    0.300000,  0.320000, 0.2129          , -1.90658       ,     4.871770,   1.0000, 343.3239737, -14.2665958,    4.67517000,       8.8753000
        341, GJ 876 d                     , GJ 876                     ,         1,           4,         0,               0, Radial Velocity              ,           2005, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,         1.93778000000,     0.0208066500,   2.51000000,    6.83000000,       2.370000,     0.207000,                ,            ,                      0, M2.5V           ,   3293.74,    0.300000,  0.320000, 0.2129          , -1.90658       ,     4.871770,   1.0000, 343.3239737, -14.2665958,    4.67517000,       8.8753000
        342, GJ 876 e                     , GJ 876                     ,         1,           4,         0,               0, Radial Velocity              ,           2010, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,       124.26000000000,     0.3343000000,   3.92000000,   14.60000000,       1.330000,     0.055000,                ,            ,                      0, M2.5V           ,   3293.74,    0.300000,  0.320000, 0.2129          , -1.90658       ,     4.871770,   1.0000, 343.3239737, -14.2665958,    4.67517000,       8.8753000
        343, GJ 887 b                     , GJ 887                     ,         1,           4,         0,               0, Radial Velocity              ,           2020, Ground          , La Silla Observatory                          , 3.6 m ESO Telescope                                        , HARPS Spectrograph                        ,         9.26190000000,     0.0683000000,   1.80000000,    3.90000000,       3.670000,     0.140000,          7.8000,      426.00,                      0, M1 V            ,   3688.00,    0.468000,  0.495000, -0.0600         , -1.43415       ,     4.156000,   2.9000, 346.5027573, -35.8473489,    3.28679000,       6.5219900
        344, GJ 887 c                     , GJ 887                     ,         1,           4,         0,               0, Radial Velocity              ,           2020, Ground          , La Silla Observatory                          , 3.6 m ESO Telescope                                        , HARPS Spectrograph                        ,        21.78400000000,     0.1210000000,   2.43000000,    6.50000000,       2.490000,     0.170000,          2.5000,      320.00,                      0, M1 V            ,   3688.00,    0.468000,  0.495000, -0.0600         , -1.43415       ,     4.156000,   2.9000, 346.5027573, -35.8473489,    3.28679000,       6.5219900
        345, GJ 887 d                     , GJ 887                     ,         1,           4,         0,               0, Radial Velocity              ,           2026, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        50.77000000000,     0.2120000000,   2.34000000,    6.10000000,       2.620000,             ,          0.8100,      241.00,                      0, M1 V            ,   3688.00,    0.468000,  0.495000, -0.0600         , -1.43415       ,     4.156000,   2.9000, 346.5027573, -35.8473489,    3.28679000,       6.5219900
        346, GJ 887 e                     , GJ 887                     ,         1,           4,         0,               0, Radial Velocity              ,           2026, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,         4.42490000000,     0.0417000000,   1.12000000,    1.46000000,       5.710000,             ,         20.9000,      544.00,                      0, M1 V            ,   3688.00,    0.468000,  0.495000, -0.0600         , -1.43415       ,     4.156000,   2.9000, 346.5027573, -35.8473489,    3.28679000,       6.5219900
        347, GJ 896 A b                   , GJ 896 A                   ,         2,           1,         0,               0, Astrometry                   ,           2022, Ground          , Very Long Baseline Array                      , Multiple Telescopes                                        , Multiple Instruments                      ,       284.39000000000,     0.6396500000,  13.30000000,  718.29219982,       1.680000,     0.350000,                ,            ,                      0, M3.5 V          ,   3345.00,    0.394682,  0.435990,                 , -1.75523       ,     4.831560,         , 352.9700384, 19.9370011 ,    6.26022000,       9.0375800
        348, GJ 900 b                     , GJ 900 A                   ,         3,           1,         0,               0, Imaging                      ,           2024, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,                      , 12000.0000000000,  12.40000000, 3496.11247700,      10.100000,             ,                ,            ,                      0, K7              ,   3976.00,    0.716187,  1.080000, -0.6300         , -0.92100       ,     4.557280,   0.2000, 353.7526177, 1.6055211  ,   20.80650000,       9.0257100
        349, GJ 9066 c                    , GJ 9066                    ,         1,           1,         0,               0, Radial Velocity              ,           2020, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       771.36000000000,     0.8800000000,   9.60000000,   66.74396547,       0.415000,     0.460000,                ,            ,                      0, M5.0 V          ,   3154.00,    0.164000,  0.150000, -0.1300         , -2.59517       ,     5.010000,         ,  30.0588307, 13.0443172 ,    4.47100000,      10.6711000
        350, GJ 9404 b                    , GJ 9404                    ,         1,           1,         0,               0, Radial Velocity              ,           2023, Ground          , Roque de los Muchachos Observatory            , 3.58 m Telescopio Nazionale Galileo                        , HARPS-N Spectrograph                      ,        13.45860000000,     0.0943000000,   3.48000000,   11.90000000,       1.550000,     0.490000,                ,            ,                      0, M2V             ,   3811.00,    0.626041,  0.620000,                 , -1.00000       ,     4.629360,         , 184.8472095, 28.3827126 ,   23.88390000,       9.8702100
        351, GJ 96 b                      , GJ 96                      ,         1,           1,         0,               0, Radial Velocity              ,           2018, Ground          , Haute-Provence Observatory                    , 1.93 m Telescope                                           , SOPHIE Spectrograph                       ,        73.94000000000,     0.2910000000,   4.67000000,   19.66000000,       1.060000,     0.440000,                ,            ,                      0, M2              ,   3785.00,    0.580612,  0.600000, 0.1400          , -1.05159       ,     4.667670,         ,  35.5624031, 47.8802075 ,   11.93150000,       8.6318600
        352, GJ 9689 b                    , GJ 9689                    ,         1,           1,         0,               0, Radial Velocity              ,           2020, Ground          , Roque de los Muchachos Observatory            , 3.58 m Telescopio Nazionale Galileo                        , HARPS-N Spectrograph                      ,        18.27000000000,     0.1139000000,   3.07000000,    9.65000000,       1.830000,     0.290000,                ,      453.04,                      0, M0.5            ,   3836.00,    0.570000,  0.590000, 0.0500          , -1.20000       ,     4.690000,   8.9000, 303.4677310, 13.3888921 ,   30.62030000,      10.5372000
        353, GJ 9714 b                    , GJ 9714                    ,         1,           1,         0,               0, Radial Velocity              ,           2022, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,     19240.75467000000,    12.3190000000,  12.50000000, 2988.54051102,       8.410000,     0.155000,                ,            ,                      0, K5V             ,   4263.00,    0.662662,  0.670000,                 , -0.88386       ,     4.621560,         , 315.4141767, -32.5250028,   20.51210000,       8.8377000
        354, GJ 9773 b                    , GJ 9773                    ,         1,           1,         0,               0, Radial Velocity              ,           2025, Ground          , Calar Alto Observatory                        , 3.5 m telescope                                            , CARMENES                                  ,      2965.00000000000,     2.9210000000,  14.20000000,  172.58082500,       0.331000,     0.218000,                ,            ,                      0, M3.0 V          ,   3528.00,    0.362000,  0.358000, -0.2000         , -1.73666       ,     4.846740,         , 333.1502333, 8.5503355  ,   15.92110000,      10.9047000
        355, GJ 9827 b                    , GJ 9827                    ,         1,           3,         0,               0, Transit                      ,           2017, Space           , K2                                            , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.20897400000,     0.0189000000,   1.44000000,    4.28000000,       7.858000,     0.000000,        318.0000,     1035.01,                      0, K7 V            ,   4236.00,    0.580000,  0.620000, -0.2900         , -1.00436       ,     4.719000,   5.4650, 351.7717763, -1.2853435 ,   29.66100000,       9.8377300
        356, GJ 9827 c                    , GJ 9827                    ,         1,           3,         0,               0, Transit                      ,           2017, Space           , K2                                            , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         3.64810300000,     0.0395000000,   1.13000000,    1.86000000,       7.142000,     0.000000,         73.0000,      715.94,                      0, K7 V            ,   4236.00,    0.580000,  0.620000, -0.2900         , -1.00436       ,     4.719000,   5.4650, 351.7717763, -1.2853435 ,   29.66100000,       9.8377300
        357, GJ 9827 d                    , GJ 9827                    ,         1,           3,         0,               0, Transit                      ,           2017, Space           , K2                                            , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         6.20183000000,     0.0530000000,   1.98000000,    3.02000000,       2.510000,     0.000000,         34.9000,      675.00,                      0, K7 V            ,   4236.00,    0.580000,  0.620000, -0.2900         , -1.00436       ,     4.700000,   5.4650, 351.7717763, -1.2853435 ,   29.66100000,       9.8377300
        358, GPX-1 b                      , GPX-1                      ,         1,           1,         0,               0, Transit                      ,           2021, Ground          , Acton Sky Portal Observatory                  , 279mm RASA-11 wide-field telescope                         , FLI ML16200 camera                        ,         1.74457900000,     0.0338000000,  16.47720163, 6261.21961790,       8.222423,     0.000000,       4650.0000,     2300.00,                      0, F2              ,   7000.00,    1.560000,  1.680000, 0.3500          , 0.72673        ,     4.270000,   0.2700,  38.3691648, 56.0257080 ,  655.01300000,      12.2228000
        359, GQ Lup b                     , GQ Lup                     ,         1,           1,         0,               0, Imaging                      ,           2004, Ground          , Paranal Observatory                           , 8.2 m ESO VLT UT4 Yepun Telescope                          , NACO Camera                               ,                      ,   100.0000000000,  33.60000000, 6356.00000000,       0.921000,             ,                ,     2650.00,                      0, K7e V           ,   4360.00,    1.941530,  0.700000, -0.3500         , -0.07239       ,     3.650000,   0.0010, 237.3003643, -35.6515055,  151.16900000,      11.2608000
        360, GSC 06214-00210 b            , GSC 06214-00210            ,         1,           1,         0,               0, Imaging                      ,           2010, Ground          , Palomar Observatory                           , 5.1 m Hale Telescope                                       , PHARO Camera                              ,                      ,   320.0000000000,  20.17620000, 5000.00000000,       3.350000,             ,                ,     2300.00,                      0, K7              ,   4200.00,    0.904840,  0.900000, -0.0600         , -0.42000       ,     4.366280,   0.0050, 245.4776921, -20.7193398,  108.50000000,      11.8633000
        361, GU Psc b                     , GU Psc                     ,         1,           1,         0,               0, Imaging                      ,           2014, Ground          , Gemini Observatory                            , 8.19 m Gemini South Telescope                              , GMOS Spectrograph                         ,                      ,  2000.0000000000,  14.17900000, 3591.30000000,       6.920000,             ,                ,     1050.00,                      0, M3              ,   4031.81,    0.450458,  0.325000, 0.1000          , -1.60189       ,     4.781110,   0.1000,  18.1464850, 17.0650029 ,   47.55010000,      12.9656000
        362, Gaia-1 b                     , Gaia-1                     ,         1,           1,         0,               0, Transit                      ,           2022, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,         3.05252400000,     0.0404700000,  13.77583728,  533.95172376,       1.120000,             ,        426.5351,     1159.07,                      0,                 ,   5470.00,    0.952000,  0.949000,                 , -0.15880       ,     4.439940,         ,  90.6436658, -0.5771099 ,  363.66000000,      12.9988000
        363, Gaia-2 b                     , Gaia-2                     ,         1,           1,         0,               0, Transit                      ,           2022, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,         3.69152240000,     0.0467000000,  14.81827249,  259.66580852,       0.439000,             ,        512.0235,     1213.23,                      0,                 ,   5720.00,    1.064000,  1.000000,                 , 0.05740        ,     4.373550,         , 110.7353308, 67.2526565 ,  209.22900000,      11.1968000
        364, Gaia-4 b                     , Gaia-4                     ,         1,           1,         0,               0, Astrometry                   ,           2025, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,       571.30000000000,                 ,  12.40000000, 3750.37520260,      10.800000,     0.338000,                ,            ,                      0,                 ,   4034.00,    0.624000,  0.644000, 0.0500          , -0.99957       ,     4.680000,   6.8000, 209.5063762, 31.6954898 ,   73.48290000,      11.9187000
        365, Gaia-5 b                     , Gaia-5                     ,         1,           1,         0,               0, Astrometry                   ,           2025, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,       358.62000000000,                 ,  12.10000000, 6633.07885409,      20.600000,     0.642300,                ,            ,                      0,                 ,   3447.00,    0.345000,  0.339000, -0.1800         , -1.82594       ,     4.830000,   8.2000, 302.0408173, 41.9415455 ,   41.18130000,      13.2287000
        366, Gaia22dkvL b                 , Gaia22dkvL                 ,         1,           1,         0,               0, Microlensing                 ,           2024, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,                      ,     1.4000000000,  14.10000000,  187.83658854,       0.368000,             ,                ,            ,                      0,                 ,          ,            ,  1.145000,                 ,                ,             ,         , 151.7690000, -66.1808889, 1270.00000000,        
        367, Gl 378 b                     , Gl 378                     ,         1,           1,         0,               0, Radial Velocity              ,           2019, Ground          , Haute-Provence Observatory                    , 1.93 m Telescope                                           , SOPHIE Spectrograph                       ,         3.82200000000,     0.0394350000,   3.66000000,   13.02000000,       1.460000,     0.109000,                ,      830.00,                      0, M1              ,   3879.00,    0.560000,  0.560000, 0.0600          , -1.22185       ,     4.685130,         , 150.5865513, 48.0824515 ,   14.95450000,       9.2651500
        368, Gl 410 b                     , Gl 410                     ,         1,           1,         0,               0, Radial Velocity              ,           2025, Ground          , Mauna Kea Observatory                         , 3.58 m Canada-France-Hawaii Telescope (CFHT)               , SPIRou                                    ,         6.02000000000,     0.0531000000,   2.83000000,    8.40000000,       2.040000,             ,                ,            ,                      0, K               ,   3842.00,    0.543000,  0.550000, 0.0500          , -1.23900       ,     4.870000,   0.4800, 165.6604212, 21.9669164 ,   11.93240000,       8.8070000
        369, Gl 49 b                      , Gl 49                      ,         2,           1,         0,               0, Radial Velocity              ,           2019, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        13.85080000000,     0.0905000000,   2.24000000,    5.63000000,       2.750000,     0.363000,                ,            ,                      0, M1.5 V          ,   3805.00,    0.511000,  0.515000, 0.1300          , -1.30645       ,     4.690000,         ,  15.6687321, 62.3454386 ,    9.85280000,       8.6628200
        370, Gl 686 b                     , Gl 686                     ,         1,           1,         0,               0, Radial Velocity              ,           2018, Ground          , Roque de los Muchachos Observatory            , 3.58 m Telescopio Nazionale Galileo                        , HARPS-N Spectrograph                      ,        15.53000000000,     0.0910000000,   2.46000000,    6.62400000,       2.450000,     0.050000,                ,      379.00,                      0, M1.0 V          ,   3656.00,    0.427000,  0.426000, -0.2300         , -1.53000       ,     4.870000,         , 264.4764878, 18.5959509 ,    8.15728000,       8.7389900
        371, Gl 725 A b                   , Gl 725 A                   ,         2,           1,         0,               0, Radial Velocity              ,           2025, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        11.22010000000,     0.0680000000,   1.48000000,    2.78000000,       4.710000,     0.000000,                ,            ,                      0, M3              ,   3433.00,    0.351000,  0.330000, -0.1900         , -1.80900       ,     4.870000,   6.2000, 280.6834312, 59.6381090 ,    3.52140000,       7.8494400
        372, Gliese 12 b                  , Gliese 12                  ,         1,           1,         0,               0, Transit                      ,           2024, Space           , Transiting Exoplanet Survey Satellite (TESS)  , 0.1 m TESS Telescope                                       , TESS CCD Array                            ,        12.76141800000,     0.0670000000,   0.93000000,    0.95000000,       6.400000,     0.240000,          1.6200,      314.60,                      0, M3.0 V          ,   3328.00,    0.265000,  0.255000, -0.2400         , -2.13787       ,     5.250000,   7.0000,   3.9579137, 13.5576175 ,   12.21000000,      11.3963000
        373, HAT-P-1 b                    , HAT-P-1                    ,         2,           1,         0,               0, Transit                      ,           2006, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         4.46529976000,     0.0556100000,  14.78467100,  166.86075000,       0.282000,     0.000000,        259.6870,     1322.00,                      0, G0 V            ,   5980.00,    1.174000,  1.151000, 0.1300          , 0.22463        ,     4.359000,   3.6000, 344.4453632, 38.6749190 ,  158.97900000,      10.1786000
        374, HAT-P-11 b                   , HAT-P-11                   ,         1,           2,         0,               0, Transit                      ,           2008, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         4.88800000000,     0.0525800000,   4.36000000,   25.00000000,       1.172000,     0.251000,        100.7700,      838.00,                      0, K4              ,   4653.00,    0.683000,  0.811000, 0.3100          , -0.56702       ,     4.663000,   2.6900, 297.7101763, 48.0818635 ,   37.76470000,       9.1509800
        375, HAT-P-11 c                   , HAT-P-11                   ,         1,           2,         0,               0, Radial Velocity              ,           2018, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,      3361.00000000000,     4.1000000000,  13.20000000,  851.78013076,       2.040000,     0.652000,                ,            ,                      0, K4              ,   4653.00,    0.683000,  0.811000, 0.3100          , -0.56702       ,     4.663000,   2.6900, 297.7101763, 48.0818635 ,   37.76470000,       9.1509800
        376, HAT-P-12 b                   , HAT-P-12                   ,         1,           1,         0,               0, Transit                      ,           2009, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         3.21305980000,     0.0384000000,  10.74900000,   67.05900000,       0.319200,     0.000000,        118.0750,      963.00,                      0, K4              ,   4650.00,    0.701000,  0.733000, -0.2900         , -0.67800       ,     4.610000,   2.5000, 209.3886452, 43.4933100 ,  142.75100000,      12.4197000
        377, HAT-P-13 b                   , HAT-P-13                   ,         1,           2,         0,               0, Transit                      ,           2009, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         2.91625000000,     0.0438300000,  14.25800000,  270.46200000,       0.340833,     0.013300,       1978.5245,     1740.00,                      1, G4              ,   5653.00,    1.756000,  1.320000, 0.4600          , 0.34600        ,     4.070000,   5.0000, 129.8823772, 47.3519076 ,  246.81000000,      10.4168000
        378, HAT-P-13 c                   , HAT-P-13                   ,         1,           2,         0,               0, Radial Velocity              ,           2009, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,       446.27000000000,     1.2580000000,  12.30000000, 4538.42100000,      13.400000,     0.661600,                ,      340.00,                      0, G4              ,   5653.00,    1.756000,  1.320000, 0.4600          , 0.34600        ,     4.070000,   5.0000, 129.8823772, 47.3519076 ,  246.81000000,      10.4168000
        379, HAT-P-14 b                   , HAT-P-14                   ,         2,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         4.62767000000,     0.0596000000,  15.91678000, 1093.33520000,       1.560000,     0.110000,       1038.7800,     1624.00,                      0, F5 V            ,   6600.00,    1.820000,  2.650000, 0.1100          , 0.64412        ,     4.250000,   1.6000, 260.1161719, 38.2421682 ,  222.66300000,       9.8728300
        380, HAT-P-15 b                   , HAT-P-15                   ,         1,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,        10.86350000000,     0.0965000000,  11.88154000,  616.59020000,       1.960000,     0.190000,         79.7578,      904.00,                      0, G5              ,   5568.00,    1.070000,  1.000000, 0.2200          , 0.03019        ,     4.380000,   6.8000,  66.2481420, 39.4606020 ,  192.51600000,      11.7232000
        381, HAT-P-16 b                   , HAT-P-16                   ,         3,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         2.77596727000,     0.0413000000,  14.68376472, 1341.56043000,       2.479989,     0.046200,       1597.5900,     1566.00,                      0, F8              ,   6140.00,    1.158000,  1.218000, 0.1700          , 0.29447        ,     4.396000,   0.5000,   9.5730343, 42.4630961 ,  226.63700000,      10.7568000
        382, HAT-P-17 b                   , HAT-P-17                   ,         1,           2,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,        10.33852000000,     0.0892000000,  11.76945000,  184.34140000,       0.440000,     0.350000,        110.5120,      800.00,                      0, K               ,   5246.00,    0.870000,  0.990000, 0.0000          , -0.28893       ,     4.530000,   7.0000, 324.5359781, 30.4881882 ,   92.38310000,      10.2743000
        383, HAT-P-17 c                   , HAT-P-17                   ,         1,           2,         0,               0, Radial Velocity              ,           2010, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,      5584.00000000000,     5.6000000000,  13.10000000, 1080.60000000,       2.640000,     0.390000,                ,            ,                      0, K               ,   5336.96,    0.838682,  0.920000, 0.0512          , -0.28893       ,     4.554660,   7.0000, 324.5359781, 30.4881882 ,   92.38310000,      10.2743000
        384, HAT-P-18 b                   , HAT-P-18                   ,         1,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         5.50802300000,     0.0559000000,  11.15300000,   62.61000000,       0.250000,     0.084000,         82.2407,      852.00,                      0, K2              ,   4803.00,    0.749000,  0.770000, 0.1000          , -0.56900       ,     4.570000,  12.4000, 256.3463760, 33.0123251 ,  161.40000000,      12.3682000
        385, HAT-P-19 b                   , HAT-P-19                   ,         1,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         4.00878322000,     0.0459900000,  11.29865255,   88.03846874,       0.335000,     0.070000,        154.0000,      981.20,                      0, K1              ,   4962.00,    0.773000,  0.807000, 0.1660          , -0.48545       ,     4.568700,   7.2000,   9.5165832, 34.7114025 ,  202.07800000,      12.5567000
        386, HAT-P-2 b                    , HAT-P-2                    ,         1,           2,         0,               0, Transit                      ,           2007, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         5.63351580000,     0.0681400000,  10.65975900, 2866.81223114,       7.290000,     0.517200,        588.5180,     1540.00,                      0, F8              ,   6380.00,    1.390000,  1.330000, 0.1800          , 0.53000        ,     4.160000,   1.4400, 245.1514324, 41.0479601 ,  127.77400000,       8.5984200
        387, HAT-P-2 c                    , HAT-P-2                    ,         1,           2,         0,               0, Radial Velocity              ,           2023, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,      8500.00000000000,                 ,  12.40000000, 3400.76395490,       9.800000,     0.370000,                ,            ,                      0, F8              ,   6412.00,    1.416000,  1.330000, 0.1200          , 0.57700        ,     4.160000,   1.4400, 245.1514324, 41.0479601 ,  127.77400000,       8.5984200
        388, HAT-P-20 b                   , HAT-P-20                   ,         1,           1,         0,               0, Transit                      ,           2010, Ground          , HATNet                                        , Canon 200mm f/1.8L                                         , 2K CCD Sensor                             ,         2.87531700000,     0.0361000000,   9.71800000, 2302.89900000,      13.780000,     0.015000,         85.1168,      970.00,                      0, K3              ,   4595.00,    0.694000,  0.756000, 0.3500          , -0.72100       ,     4.630000,   6.7000, 111.9164295, 24.3361185 ,   71.03740000,      10.9903000
